Product_ID,Product_Name,Size,Packaging_Quantity,Purchase_Price,GST_Percentage,Landed_Cost,Selling_Price,Customer_ID,Customer_Type,City,State,Order_ID,Order_Date,Sales_Channel,Quantity_Sold,Current_Stock,Restock_Priority,Delivery_Status
P020,Takeaway Box,1000ML,1000,3.25,18,3.83,5.76,C001,Returning,Nashik,Maharashtra,O00919,2025-03-01,Distributor,1732,3349,2,On Time
P009,Food Container,750ML,1500,3.05,18,3.6,4.81,C147,New,Aurangabad,Maharashtra,O00920,2025-12-01,Distributor,318,2058,6,On Time
P002,Hinged Box,375ML,500,1.78,18,2.1,2.86,C059,Returning,Hyderabad,Telangana,O00921,2025-10-30,Direct,805,2836,6,In Transit
P007,Meal Box,750ML,1000,2.76,18,3.26,4.56,C125,New,Aurangabad,Maharashtra,O00922,2025-09-03,Direct,105,3628,3,In Transit
P007,Meal Box,750ML,1500,3.42,18,4.04,4.94,C093,New,Ahmedabad,Gujarat,O00923,2025-11-26,Distributor,82,1533,2,In Transit
P017,Round Container,500ML,500,2.43,18,2.87,3.63,C061,Returning,Hyderabad,Telangana,O00924,2025-09-13,Distributor,1380,4785,4,In Transit
P018,Round Container,750ML,1000,3.2,18,3.78,4.8,C174,New,Aurangabad,Maharashtra,O00925,2025-02-10,Direct,1872,2624,1,On Time
P002,Hinged Box,375ML,500,1.74,18,2.05,2.86,C145,New,Bangalore,Karnataka,O00926,2025-05-03,Direct,1830,4336,2,On Time
P007,Meal Box,750ML,500,2.43,18,2.87,4.18,C036,New,Mumbai,Maharashtra,O00927,2025-05-07,Distributor,146,4601,6,On Time
P009,Food Container,750ML,1500,2.97,18,3.5,4.81,C078,Returning,Hyderabad,Telangana,O00928,2025-11-29,Distributor,1461,4156,1,In Transit
P016,Square Box,750ML,1500,3.39,18,4.0,5.07,C029,Returning,Aurangabad,Maharashtra,O00929,2025-02-03,Distributor,317,2362,1,In Transit
P015,Square Box,500ML,2000,2.93,18,3.46,4.48,C134,Returning,Pune,Maharashtra,O00930,2025-02-21,Distributor,648,2444,2,On Time
P001,Hinged Box,250ML,500,1.61,18,1.9,2.42,C095,New,Bangalore,Karnataka,O00931,2025-04-22,Direct,398,4486,4,Delayed
P016,Square Box,750ML,2000,3.11,18,3.67,5.46,C180,Returning,Mumbai,Maharashtra,O00932,2025-04-25,Distributor,725,104,2,On Time
P005,Hinged Box,1000ML,500,3.22,18,3.8,4.62,C042,Returning,Ahmedabad,Gujarat,O00933,2025-12-11,Distributor,1391,1883,2,In Transit
P004,Hinged Box,750ML,1000,2.42,18,2.86,4.32,C176,Returning,Aurangabad,Maharashtra,O00934,2025-08-18,Distributor,447,2680,4,Delayed
P003,Hinged Box,500ML,500,1.85,18,2.18,3.3,C080,New,Indore,Madhya Pradesh,O00935,2025-10-20,Distributor,491,712,1,On Time
P019,Takeaway Box,750ML,1000,2.75,18,3.24,4.92,C013,Returning,Bangalore,Karnataka,O00936,2025-05-06,Distributor,57,2001,1,On Time
P013,Sauce Box,250ML,500,1.68,18,1.98,2.53,C111,Returning,Bangalore,Karnataka,O00937,2025-11-06,Distributor,1253,1501,5,On Time
P017,Round Container,500ML,500,2.38,18,2.81,3.63,C175,Returning,Pune,Maharashtra,O00938,2025-01-16,Distributor,1534,4883,4,In Transit
P013,Sauce Box,250ML,2000,2.04,18,2.41,3.22,C139,Returning,Delhi,Delhi,O00939,2025-05-16,Direct,1017,1400,6,Delayed
P019,Takeaway Box,750ML,1500,3.58,18,4.22,5.33,C020,Returning,Mumbai,Maharashtra,O00940,2025-05-06,Direct,1345,4841,3,Delayed
P006,Meal Box,500ML,1500,2.87,18,3.39,4.16,C072,Returning,Mumbai,Maharashtra,O00941,2025-02-09,Direct,1233,1743,4,In Transit
P007,Meal Box,750ML,500,2.38,18,2.81,4.18,C063,Returning,Indore,Madhya Pradesh,O00942,2025-05-22,Direct,1386,620,3,In Transit
P012,Storage Box,1000ML,2000,3.84,18,4.53,6.44,C199,Returning,Hyderabad,Telangana,O00943,2025-01-05,Direct,1388,1500,6,Delayed
P003,Hinged Box,500ML,1500,2.72,18,3.21,3.9,C128,New,Ahmedabad,Gujarat,O00944,2025-04-27,Distributor,1857,626,6,Delayed
P013,Sauce Box,250ML,1500,2.07,18,2.44,2.99,C035,Returning,Aurangabad,Maharashtra,O00945,2025-01-22,Distributor,1202,3754,3,Delayed
P010,Food Container,1000ML,500,2.74,18,3.23,4.84,C188,Returning,Bangalore,Karnataka,O00946,2025-12-10,Distributor,1887,1981,3,On Time
P019,Takeaway Box,750ML,1000,3.29,18,3.88,4.92,C064,Returning,Pune,Maharashtra,O00947,2025-07-17,Direct,177,3135,6,Delayed
P003,Hinged Box,500ML,1500,2.49,18,2.94,3.9,C073,Returning,Pune,Maharashtra,O00948,2025-03-28,Distributor,931,2627,5,On Time
P012,Storage Box,1000ML,2000,4.08,18,4.81,6.44,C110,Returning,Aurangabad,Maharashtra,O00949,2025-03-02,Distributor,626,850,3,In Transit
P007,Meal Box,750ML,1500,2.8,18,3.3,4.94,C051,Returning,Mumbai,Maharashtra,O00950,2025-09-17,Direct,1749,3218,4,In Transit
P003,Hinged Box,500ML,500,2.23,18,2.63,3.3,C057,Returning,Mumbai,Maharashtra,O00951,2025-12-20,Distributor,984,3862,1,Delayed
P017,Round Container,500ML,1500,2.87,18,3.39,4.29,C106,New,Ahmedabad,Gujarat,O00952,2025-08-13,Direct,1602,4935,4,On Time
P011,Storage Box,750ML,500,2.57,18,3.03,4.29,C066,New,Indore,Madhya Pradesh,O00953,2025-09-02,Distributor,302,1403,2,On Time
P018,Round Container,750ML,1500,3.19,18,3.76,5.2,C011,New,Hyderabad,Telangana,O00954,2025-10-06,Distributor,69,2754,3,Delayed
P020,Takeaway Box,1000ML,500,3.65,18,4.31,5.28,C164,Returning,Mumbai,Maharashtra,O00955,2025-10-02,Direct,1981,854,2,Delayed
P003,Hinged Box,500ML,1500,2.24,18,2.64,3.9,C032,New,Delhi,Delhi,O00956,2025-02-22,Distributor,666,881,4,Delayed
P018,Round Container,750ML,1500,2.95,18,3.48,5.2,C199,Returning,Mumbai,Maharashtra,O00957,2025-06-25,Distributor,1008,3490,4,In Transit
P004,Hinged Box,750ML,1000,2.75,18,3.24,4.32,C057,Returning,Pune,Maharashtra,O00958,2025-11-10,Distributor,1348,929,3,Delayed
P009,Food Container,750ML,2000,3.14,18,3.71,5.18,C167,Returning,Mumbai,Maharashtra,O00959,2025-04-08,Distributor,1482,2597,6,On Time
P004,Hinged Box,750ML,1500,2.69,18,3.17,4.68,C129,Returning,Indore,Madhya Pradesh,O00960,2025-07-25,Direct,801,2396,5,Delayed
P012,Storage Box,1000ML,1500,3.51,18,4.14,5.98,C115,Returning,Pune,Maharashtra,O00961,2025-02-10,Distributor,1894,4583,4,In Transit
P002,Hinged Box,375ML,1500,2.09,18,2.47,3.38,C006,Returning,Ahmedabad,Gujarat,O00962,2025-05-30,Distributor,749,1578,6,In Transit
P015,Square Box,500ML,2000,2.71,18,3.2,4.48,C091,Returning,Bangalore,Karnataka,O00963,2025-09-30,Direct,1317,3278,2,Delayed
P013,Sauce Box,250ML,2000,1.84,18,2.17,3.22,C014,Returning,Indore,Madhya Pradesh,O00964,2025-03-04,Distributor,395,3562,6,In Transit
P013,Sauce Box,250ML,1000,1.64,18,1.94,2.76,C193,Returning,Indore,Madhya Pradesh,O00965,2025-12-02,Direct,1023,4689,5,Delayed
P002,Hinged Box,375ML,1000,2.18,18,2.57,3.12,C059,New,Hyderabad,Telangana,O00966,2025-10-15,Distributor,1248,2873,6,In Transit
P019,Takeaway Box,750ML,1500,3.27,18,3.86,5.33,C126,Returning,Hyderabad,Telangana,O00967,2025-03-16,Distributor,1054,347,3,Delayed
P009,Food Container,750ML,2000,3.42,18,4.04,5.18,C139,Returning,Ahmedabad,Gujarat,O00968,2025-11-21,Distributor,797,2898,5,Delayed
P015,Square Box,500ML,1000,2.38,18,2.81,3.84,C057,Returning,Pune,Maharashtra,O00969,2025-09-13,Direct,760,4803,3,Delayed
P007,Meal Box,750ML,2000,3.66,18,4.32,5.32,C168,New,Nashik,Maharashtra,O00970,2025-10-25,Distributor,746,200,5,Delayed
P018,Round Container,750ML,1000,3.0,18,3.54,4.8,C036,New,Ahmedabad,Gujarat,O00971,2025-01-15,Direct,766,1199,5,On Time
P005,Hinged Box,1000ML,1000,3.02,18,3.56,5.04,C150,New,Hyderabad,Telangana,O00972,2025-11-16,Distributor,1484,4452,5,Delayed
P001,Hinged Box,250ML,1000,1.6,18,1.89,2.64,C032,Returning,Delhi,Delhi,O00973,2025-02-09,Distributor,648,1647,2,Delayed
P020,Takeaway Box,1000ML,1500,3.52,18,4.15,6.24,C191,Returning,Ahmedabad,Gujarat,O00974,2025-10-07,Distributor,823,4039,6,In Transit
P015,Square Box,500ML,1500,2.88,18,3.4,4.16,C194,Returning,Pune,Maharashtra,O00975,2025-10-27,Direct,824,546,2,In Transit
P009,Food Container,750ML,500,2.6,18,3.07,4.07,C027,Returning,Nagpur,Maharashtra,O00976,2025-01-14,Distributor,1206,4999,4,Delayed
P007,Meal Box,750ML,500,2.35,18,2.77,4.18,C076,Returning,Nagpur,Maharashtra,O00977,2025-01-02,Direct,114,4535,5,On Time
P019,Takeaway Box,750ML,500,2.94,18,3.47,4.51,C194,New,Mumbai,Maharashtra,O00978,2025-05-01,Distributor,1086,4452,2,In Transit
P009,Food Container,750ML,1500,3.31,18,3.91,4.81,C053,New,Nashik,Maharashtra,O00979,2025-01-10,Direct,767,2966,3,On Time
P008,Food Container,500ML,1000,2.43,18,2.87,3.72,C105,New,Ahmedabad,Gujarat,O00980,2025-09-24,Distributor,1916,102,1,On Time
P017,Round Container,500ML,500,2.19,18,2.58,3.63,C008,Returning,Nagpur,Maharashtra,O00981,2025-02-15,Distributor,1297,3907,5,In Transit
P019,Takeaway Box,750ML,1500,2.95,18,3.48,5.33,C072,Returning,Mumbai,Maharashtra,O00982,2025-09-14,Direct,417,802,5,Delayed
P013,Sauce Box,250ML,1500,1.94,18,2.29,2.99,C163,Returning,Nashik,Maharashtra,O00983,2025-11-24,Distributor,1692,4660,1,In Transit
P010,Food Container,1000ML,500,2.93,18,3.46,4.84,C083,Returning,Bangalore,Karnataka,O00984,2025-05-27,Distributor,1269,3461,6,Delayed
P018,Round Container,750ML,1500,3.08,18,3.63,5.2,C151,New,Ahmedabad,Gujarat,O00985,2025-10-03,Distributor,145,2884,4,On Time
P002,Hinged Box,375ML,1500,2.3,18,2.71,3.38,C061,New,Bangalore,Karnataka,O00986,2025-12-26,Distributor,773,3943,4,On Time
P004,Hinged Box,750ML,1500,2.88,18,3.4,4.68,C111,Returning,Nagpur,Maharashtra,O00987,2025-12-31,Distributor,1980,2370,1,On Time
P002,Hinged Box,375ML,1000,2.02,18,2.38,3.12,C118,Returning,Nagpur,Maharashtra,O00988,2025-11-22,Direct,717,3860,4,Delayed
P006,Meal Box,500ML,1000,2.55,18,3.01,3.84,C041,New,Hyderabad,Telangana,O00989,2025-11-02,Distributor,1138,3075,3,In Transit
P007,Meal Box,750ML,1000,3.15,18,3.72,4.56,C125,New,Aurangabad,Maharashtra,O00990,2025-07-24,Direct,1499,3681,4,On Time
P003,Hinged Box,500ML,2000,2.92,18,3.45,4.2,C082,Returning,Nagpur,Maharashtra,O00991,2025-10-24,Direct,218,4567,3,Delayed
P002,Hinged Box,375ML,2000,2.07,18,2.44,3.64,C166,Returning,Hyderabad,Telangana,O00992,2025-09-08,Direct,1220,3551,3,On Time
P007,Meal Box,750ML,500,2.81,18,3.32,4.18,C167,New,Bangalore,Karnataka,O00993,2025-12-07,Distributor,483,1235,4,Delayed
P017,Round Container,500ML,1000,2.57,18,3.03,3.96,C071,Returning,Delhi,Delhi,O00994,2025-05-09,Direct,1278,3128,5,On Time
P016,Square Box,750ML,500,2.94,18,3.47,4.29,C182,New,Delhi,Delhi,O00995,2025-12-23,Distributor,1087,2202,3,In Transit
P018,Round Container,750ML,500,2.69,18,3.17,4.4,C181,Returning,Pune,Maharashtra,O00996,2025-08-09,Direct,847,1338,1,Delayed
P006,Meal Box,500ML,2000,2.58,18,3.04,4.48,C098,Returning,Aurangabad,Maharashtra,O00997,2025-01-14,Distributor,316,2009,6,In Transit
P011,Storage Box,750ML,500,2.4,18,2.83,4.29,C154,New,Bangalore,Karnataka,O00998,2025-07-27,Distributor,192,2316,6,Delayed
P014,Sauce Box,375ML,500,2.05,18,2.42,2.97,C030,Returning,Nashik,Maharashtra,O00999,2025-08-19,Distributor,682,135,1,Delayed
P004,Hinged Box,750ML,500,2.67,18,3.15,3.96,C199,Returning,Mumbai,Maharashtra,O01000,2025-08-09,Direct,189,2471,3,On Time
P008,Food Container,500ML,1500,2.53,18,2.99,4.03,C140,New,Mumbai,Maharashtra,O01001,2025-01-24,Distributor,600,1451,1,Delayed
P011,Storage Box,750ML,2000,3.72,18,4.39,5.46,C080,Returning,Nagpur,Maharashtra,O01002,2025-04-11,Direct,584,2719,1,Delayed
P010,Food Container,1000ML,500,3.24,18,3.82,4.84,C029,New,Mumbai,Maharashtra,O01003,2025-09-14,Distributor,1635,4408,5,On Time
P010,Food Container,1000ML,1000,3.15,18,3.72,5.28,C038,Returning,Nagpur,Maharashtra,O01004,2025-08-07,Direct,1970,1989,1,Delayed
P003,Hinged Box,500ML,1500,2.23,18,2.63,3.9,C078,Returning,Delhi,Delhi,O01005,2025-06-13,Direct,1258,677,2,Delayed
P006,Meal Box,500ML,500,2.32,18,2.74,3.52,C044,New,Delhi,Delhi,O01006,2025-01-30,Direct,1142,3620,2,Delayed
P002,Hinged Box,375ML,1500,2.3,18,2.71,3.38,C017,New,Delhi,Delhi,O01007,2025-12-29,Direct,662,2480,1,In Transit
P007,Meal Box,750ML,2000,3.38,18,3.99,5.32,C032,Returning,Indore,Madhya Pradesh,O01008,2025-01-12,Distributor,1661,2904,1,Delayed
P012,Storage Box,1000ML,1500,3.81,18,4.5,5.98,C006,New,Indore,Madhya Pradesh,O01009,2025-11-06,Distributor,136,3551,6,Delayed
P014,Sauce Box,375ML,500,1.85,18,2.18,2.97,C190,New,Nashik,Maharashtra,O01010,2025-05-30,Distributor,956,3013,4,In Transit
P016,Square Box,750ML,500,2.36,18,2.78,4.29,C138,New,Ahmedabad,Gujarat,O01011,2025-10-20,Direct,232,684,2,In Transit
P001,Hinged Box,250ML,1000,1.55,18,1.83,2.64,C079,New,Delhi,Delhi,O01012,2025-05-01,Distributor,590,1920,5,In Transit
P013,Sauce Box,250ML,2000,2.23,18,2.63,3.22,C088,Returning,Pune,Maharashtra,O01013,2025-07-18,Direct,639,2703,1,On Time
P014,Sauce Box,375ML,1500,2.44,18,2.88,3.51,C130,Returning,Hyderabad,Telangana,O01014,2025-11-22,Distributor,1150,2547,6,In Transit
P017,Round Container,500ML,1000,2.25,18,2.65,3.96,C108,New,Hyderabad,Telangana,O01015,2025-07-30,Direct,1455,2063,5,In Transit
P007,Meal Box,750ML,1500,3.08,18,3.63,4.94,C148,Returning,Aurangabad,Maharashtra,O01016,2025-08-13,Distributor,977,653,5,In Transit
P008,Food Container,500ML,2000,2.9,18,3.42,4.34,C149,Returning,Nagpur,Maharashtra,O01017,2025-06-13,Distributor,777,3149,1,In Transit
P004,Hinged Box,750ML,1500,2.71,18,3.2,4.68,C064,Returning,Bangalore,Karnataka,O01018,2025-03-24,Direct,1432,1968,4,On Time
P007,Meal Box,750ML,1500,2.89,18,3.41,4.94,C023,Returning,Nagpur,Maharashtra,O01019,2025-08-03,Direct,542,879,4,In Transit
P002,Hinged Box,375ML,2000,2.42,18,2.86,3.64,C156,New,Aurangabad,Maharashtra,O01020,2025-10-27,Distributor,1402,2408,6,In Transit
P006,Meal Box,500ML,500,2.11,18,2.49,3.52,C102,Returning,Delhi,Delhi,O01021,2025-08-30,Distributor,1164,2546,6,Delayed
P020,Takeaway Box,1000ML,2000,4.05,18,4.78,6.72,C077,Returning,Indore,Madhya Pradesh,O01022,2025-11-03,Direct,356,2194,6,In Transit
P016,Square Box,750ML,2000,3.65,18,4.31,5.46,C179,New,Ahmedabad,Gujarat,O01023,2025-02-22,Distributor,694,603,4,In Transit
P008,Food Container,500ML,1000,2.28,18,2.69,3.72,C055,New,Indore,Madhya Pradesh,O01024,2025-03-28,Distributor,959,248,1,On Time
P004,Hinged Box,750ML,500,2.35,18,2.77,3.96,C046,New,Pune,Maharashtra,O01025,2025-12-28,Direct,881,3097,4,On Time
P010,Food Container,1000ML,2000,4.13,18,4.87,6.16,C071,New,Mumbai,Maharashtra,O01026,2025-12-08,Distributor,1403,4496,2,On Time
P009,Food Container,750ML,2000,3.08,18,3.63,5.18,C194,Returning,Pune,Maharashtra,O01027,2025-02-15,Direct,1602,2281,2,Delayed
P009,Food Container,750ML,2000,3.24,18,3.82,5.18,C085,Returning,Nashik,Maharashtra,O01028,2025-07-20,Direct,914,9,1,In Transit
P020,Takeaway Box,1000ML,2000,4.63,18,5.46,6.72,C181,Returning,Mumbai,Maharashtra,O01029,2025-10-18,Distributor,1136,2927,1,In Transit
P003,Hinged Box,500ML,2000,2.55,18,3.01,4.2,C010,New,Pune,Maharashtra,O01030,2025-05-10,Distributor,481,85,4,On Time
P010,Food Container,1000ML,500,3.35,18,3.95,4.84,C138,Returning,Aurangabad,Maharashtra,O01031,2025-09-08,Direct,120,4644,2,On Time
P012,Storage Box,1000ML,1000,3.62,18,4.27,5.52,C037,Returning,Pune,Maharashtra,O01032,2025-07-19,Direct,205,4419,1,On Time
P010,Food Container,1000ML,1000,3.41,18,4.02,5.28,C125,Returning,Aurangabad,Maharashtra,O01033,2025-11-21,Distributor,66,4363,4,Delayed
P020,Takeaway Box,1000ML,1000,4.02,18,4.74,5.76,C030,New,Delhi,Delhi,O01034,2025-05-16,Distributor,777,101,6,On Time
P018,Round Container,750ML,500,2.48,18,2.93,4.4,C187,New,Bangalore,Karnataka,O01035,2025-09-08,Distributor,775,997,4,Delayed
P010,Food Container,1000ML,2000,4.04,18,4.77,6.16,C064,Returning,Nashik,Maharashtra,O01036,2025-11-11,Distributor,463,2266,2,Delayed
P016,Square Box,750ML,1500,2.96,18,3.49,5.07,C020,New,Nagpur,Maharashtra,O01037,2025-05-30,Direct,730,1301,1,In Transit
P006,Meal Box,500ML,500,2.23,18,2.63,3.52,C136,New,Aurangabad,Maharashtra,O01038,2025-11-21,Direct,1117,2702,6,Delayed
P002,Hinged Box,375ML,2000,2.21,18,2.61,3.64,C169,Returning,Bangalore,Karnataka,O01039,2025-01-28,Distributor,875,3474,6,Delayed
P018,Round Container,750ML,1500,3.14,18,3.71,5.2,C152,Returning,Pune,Maharashtra,O01040,2025-10-19,Distributor,1192,920,2,In Transit
P017,Round Container,500ML,1000,2.66,18,3.14,3.96,C095,Returning,Pune,Maharashtra,O01041,2025-03-23,Distributor,1035,2850,6,On Time
P002,Hinged Box,375ML,500,1.63,18,1.92,2.86,C052,New,Mumbai,Maharashtra,O01042,2025-08-28,Distributor,973,1249,3,In Transit
P004,Hinged Box,750ML,2000,3.42,18,4.04,5.04,C011,Returning,Ahmedabad,Gujarat,O01043,2025-03-16,Distributor,1636,4390,2,Delayed
P009,Food Container,750ML,2000,2.98,18,3.52,5.18,C118,Returning,Hyderabad,Telangana,O01044,2025-06-24,Distributor,1969,571,3,In Transit
P011,Storage Box,750ML,500,2.61,18,3.08,4.29,C047,Returning,Nagpur,Maharashtra,O01045,2025-03-25,Distributor,425,389,2,In Transit
P008,Food Container,500ML,1000,2.35,18,2.77,3.72,C101,Returning,Pune,Maharashtra,O01046,2025-09-08,Distributor,1686,813,1,In Transit
P013,Sauce Box,250ML,1500,1.97,18,2.32,2.99,C116,New,Bangalore,Karnataka,O01047,2025-04-18,Direct,767,3383,3,Delayed
P004,Hinged Box,750ML,500,2.19,18,2.58,3.96,C129,Returning,Delhi,Delhi,O01048,2025-07-17,Distributor,965,4269,5,Delayed
P012,Storage Box,1000ML,1000,3.63,18,4.28,5.52,C133,Returning,Mumbai,Maharashtra,O01049,2025-03-24,Direct,326,4942,6,On Time
P012,Storage Box,1000ML,2000,4.45,18,5.25,6.44,C060,New,Nashik,Maharashtra,O01050,2025-02-16,Distributor,630,1132,3,In Transit
P010,Food Container,1000ML,2000,3.64,18,4.3,6.16,C157,Returning,Delhi,Delhi,O01051,2025-08-12,Direct,912,3262,1,On Time
P003,Hinged Box,500ML,500,1.96,18,2.31,3.3,C048,New,Nashik,Maharashtra,O01052,2025-02-06,Distributor,791,3186,1,On Time
P002,Hinged Box,375ML,1000,1.96,18,2.31,3.12,C187,Returning,Nashik,Maharashtra,O01053,2025-12-20,Direct,717,4439,5,On Time
P007,Meal Box,750ML,500,2.65,18,3.13,4.18,C054,Returning,Delhi,Delhi,O01054,2025-07-30,Direct,933,2823,2,Delayed
P003,Hinged Box,500ML,1000,2.2,18,2.6,3.6,C037,New,Mumbai,Maharashtra,O01055,2025-07-14,Distributor,1216,1063,2,Delayed
P015,Square Box,500ML,1000,2.66,18,3.14,3.84,C044,New,Pune,Maharashtra,O01056,2025-08-03,Distributor,1815,4959,1,In Transit
P009,Food Container,750ML,2000,3.02,18,3.56,5.18,C075,New,Delhi,Delhi,O01057,2025-03-24,Distributor,437,3123,1,In Transit
P004,Hinged Box,750ML,500,2.66,18,3.14,3.96,C005,New,Nagpur,Maharashtra,O01058,2025-07-09,Direct,1713,4881,6,Delayed
P016,Square Box,750ML,1500,3.04,18,3.59,5.07,C053,Returning,Delhi,Delhi,O01059,2025-04-20,Direct,207,2079,6,Delayed
P007,Meal Box,750ML,500,2.9,18,3.42,4.18,C037,Returning,Ahmedabad,Gujarat,O01060,2025-07-31,Direct,1035,1400,1,In Transit
P020,Takeaway Box,1000ML,2000,4.04,18,4.77,6.72,C176,Returning,Aurangabad,Maharashtra,O01061,2025-03-15,Direct,647,3916,3,In Transit
P015,Square Box,500ML,2000,2.64,18,3.12,4.48,C075,Returning,Indore,Madhya Pradesh,O01062,2025-06-23,Direct,1586,4369,3,Delayed
P002,Hinged Box,375ML,1500,1.94,18,2.29,3.38,C112,Returning,Delhi,Delhi,O01063,2025-07-21,Direct,1304,3406,6,On Time
P005,Hinged Box,1000ML,2000,3.59,18,4.24,5.88,C153,Returning,Delhi,Delhi,O01064,2025-04-07,Distributor,1536,2894,5,On Time
P014,Sauce Box,375ML,1000,1.97,18,2.32,3.24,C144,Returning,Nagpur,Maharashtra,O01065,2025-07-26,Direct,936,2379,6,On Time
P013,Sauce Box,250ML,1000,1.84,18,2.17,2.76,C047,New,Aurangabad,Maharashtra,O01066,2025-06-21,Direct,182,1029,4,On Time
P018,Round Container,750ML,1500,3.36,18,3.96,5.2,C167,New,Nagpur,Maharashtra,O01067,2025-10-24,Direct,270,2891,2,In Transit
P018,Round Container,750ML,1000,2.92,18,3.45,4.8,C039,New,Nagpur,Maharashtra,O01068,2025-03-17,Direct,483,3,5,Delayed
P001,Hinged Box,250ML,1000,1.68,18,1.98,2.64,C175,Returning,Mumbai,Maharashtra,O01069,2025-10-05,Distributor,746,2621,5,On Time
P005,Hinged Box,1000ML,1500,3.57,18,4.21,5.46,C036,New,Nagpur,Maharashtra,O01070,2025-01-13,Distributor,1461,565,4,On Time
P001,Hinged Box,250ML,1000,1.54,18,1.82,2.64,C113,Returning,Hyderabad,Telangana,O01071,2025-05-05,Direct,1231,519,5,In Transit
P011,Storage Box,750ML,1500,2.88,18,3.4,5.07,C165,Returning,Nagpur,Maharashtra,O01072,2025-12-21,Direct,166,292,5,Delayed
P018,Round Container,750ML,1000,2.85,18,3.36,4.8,C026,Returning,Nagpur,Maharashtra,O01073,2025-05-20,Direct,1136,728,3,In Transit
P005,Hinged Box,1000ML,2000,3.29,18,3.88,5.88,C055,Returning,Pune,Maharashtra,O01074,2025-04-05,Distributor,429,4502,1,Delayed
P012,Storage Box,1000ML,2000,3.59,18,4.24,6.44,C195,Returning,Delhi,Delhi,O01075,2025-12-14,Distributor,172,4088,1,In Transit
P012,Storage Box,1000ML,1000,3.81,18,4.5,5.52,C178,Returning,Aurangabad,Maharashtra,O01076,2025-07-19,Direct,475,4270,4,On Time
P017,Round Container,500ML,1000,2.53,18,2.99,3.96,C151,New,Nashik,Maharashtra,O01077,2025-03-10,Distributor,60,4028,5,On Time
P011,Storage Box,750ML,500,2.78,18,3.28,4.29,C123,New,Pune,Maharashtra,O01078,2025-12-18,Direct,643,1703,4,On Time
P020,Takeaway Box,1000ML,1500,4.34,18,5.12,6.24,C034,Returning,Pune,Maharashtra,O01079,2025-03-13,Distributor,1208,717,1,On Time
P004,Hinged Box,750ML,2000,3.37,18,3.98,5.04,C128,Returning,Nashik,Maharashtra,O01080,2025-03-17,Direct,1609,1842,2,Delayed
P013,Sauce Box,250ML,2000,1.77,18,2.09,3.22,C143,New,Bangalore,Karnataka,O01081,2025-05-05,Direct,189,1519,4,Delayed
P002,Hinged Box,375ML,2000,2.32,18,2.74,3.64,C187,Returning,Bangalore,Karnataka,O01082,2025-10-27,Direct,1639,1353,2,Delayed
P001,Hinged Box,250ML,500,1.49,18,1.76,2.42,C128,Returning,Mumbai,Maharashtra,O01083,2025-12-24,Direct,1405,285,5,Delayed
P007,Meal Box,750ML,2000,3.51,18,4.14,5.32,C042,New,Ahmedabad,Gujarat,O01084,2025-06-07,Distributor,328,2037,6,On Time
P008,Food Container,500ML,500,1.99,18,2.35,3.41,C119,Returning,Aurangabad,Maharashtra,O01085,2025-11-19,Distributor,1684,988,1,Delayed
P004,Hinged Box,750ML,1500,3.21,18,3.79,4.68,C111,Returning,Nashik,Maharashtra,O01086,2025-01-04,Distributor,1765,1249,4,On Time
P004,Hinged Box,750ML,1000,2.91,18,3.43,4.32,C083,Returning,Ahmedabad,Gujarat,O01087,2025-01-09,Distributor,216,4171,2,On Time
P016,Square Box,750ML,2000,3.09,18,3.65,5.46,C160,New,Ahmedabad,Gujarat,O01088,2025-10-20,Distributor,355,3445,5,Delayed
P008,Food Container,500ML,1000,2.6,18,3.07,3.72,C111,Returning,Ahmedabad,Gujarat,O01089,2025-11-25,Direct,917,4961,6,In Transit
P008,Food Container,500ML,500,2.16,18,2.55,3.41,C006,Returning,Bangalore,Karnataka,O01090,2025-07-24,Distributor,891,3376,3,On Time
P002,Hinged Box,375ML,1500,2.28,18,2.69,3.38,C123,Returning,Nashik,Maharashtra,O01091,2025-01-26,Direct,1291,2243,5,In Transit
P003,Hinged Box,500ML,1500,2.62,18,3.09,3.9,C146,New,Nashik,Maharashtra,O01092,2025-05-03,Distributor,1375,4001,1,In Transit
P007,Meal Box,750ML,1000,2.98,18,3.52,4.56,C117,New,Nagpur,Maharashtra,O01093,2025-03-27,Direct,392,4013,4,In Transit
P013,Sauce Box,250ML,1000,1.75,18,2.06,2.76,C035,Returning,Delhi,Delhi,O01094,2025-04-19,Distributor,501,4796,4,On Time
P016,Square Box,750ML,500,2.9,18,3.42,4.29,C049,Returning,Indore,Madhya Pradesh,O01095,2025-03-29,Distributor,152,1322,4,In Transit
P012,Storage Box,1000ML,1000,3.61,18,4.26,5.52,C050,New,Delhi,Delhi,O01096,2025-07-15,Distributor,431,242,4,Delayed
P002,Hinged Box,375ML,1500,1.96,18,2.31,3.38,C178,Returning,Indore,Madhya Pradesh,O01097,2025-12-14,Direct,956,3923,2,In Transit
P004,Hinged Box,750ML,500,2.74,18,3.23,3.96,C052,New,Ahmedabad,Gujarat,O01098,2025-11-28,Direct,808,2860,6,Delayed
P004,Hinged Box,750ML,1000,2.79,18,3.29,4.32,C005,Returning,Ahmedabad,Gujarat,O01099,2025-12-28,Distributor,1222,3028,5,In Transit
